Año,Edad,Peso
1924,21.0,70.08771929824562
1924,22.0,72.36538461538461
1924,23.0,72.81756756756756
1924,24.0,70.91176470588235
1924,25.0,71.03571428571429
1924,26.0,70.66304347826087
1924,27.0,70.72
1924,28.0,67.82051282051282
1924,29.0,71.58333333333333
1924,30.0,69.47826086956522
1924,31.0,75.28
1924,32.0,71.25
1924,33.0,69.8529411764706
1924,34.0,77.5
1924,35.0,72.4
1924,36.0,79.28571428571429
1924,37.0,79.0
1924,38.0,84.66666666666667
1924,39.0,84.125
1924,40.0,87.5
1924,41.0,68.0
1924,42.0,71.33333333333333
1924,45.0,105.0
1924,48.0,92.33333333333333
1924,57.0,80.0
1928,14.0,41.0
1928,15.0,45.0
1928,16.0,57.5
1928,17.0,67.6
1928,18.0,62.8125
1928,19.0,78.05
1928,20.0,66.71232876712328
1928,21.0,70.86301369863014
1928,22.0,73.79729729729729
1928,23.0,72.68
1928,24.0,70.875
1928,25.0,70.55357142857143
1928,26.0,68.71111111111111
1928,27.0,72.72222222222223
1928,28.0,70.41176470588235
1928,29.0,71.94736842105263
1928,30.0,70.1923076923077
1928,31.0,72.75
1928,32.0,68.38461538461539
1928,33.0,78.07142857142857
1928,34.0,63.285714285714285
1928,35.0,86.5
1928,36.0,68.125
1928,37.0,75.71428571428571
1928,38.0,110.0
1928,39.0,72.14285714285714
1928,40.0,99.25
1928,42.0,80.0
1928,43.0,75.33333333333333
1928,44.0,73.5
1928,45.0,103.0
1928,46.0,73.0
1928,54.0,82.0
1928,61.0,80.0
1932,15.0,66.0
1932,16.0,49.0
1932,17.0,61.6
1932,18.0,62.57142857142857
1932,19.0,59.57142857142857
1932,20.0,74.69565217391305
1932,21.0,69.82727272727273
1932,22.0,71.97142857142858
1932,23.0,72.24193548387096
1932,24.0,67.84615384615384
1932,25.0,71.125
1932,26.0,74.04545454545455
1932,27.0,70.34615384615384
1932,28.0,74.52631578947368
1932,29.0,74.63157894736842
1932,30.0,66.8
1932,31.0,74.0
1932,32.0,68.54545454545455
1932,33.0,70.25
1932,34.0,81.78571428571429
1932,35.0,68.0
1932,36.0,74.0
1932,37.0,66.16666666666667
1932,38.0,66.5
1932,40.0,69.0
1932,41.0,63.0
1932,42.0,65.0
1932,43.0,110.0
1932,44.0,79.8
1932,49.0,59.0
1932,53.0,76.0
1932,55.0,66.0
1932,65.0,80.0
1936,12.0,37.0
1936,16.0,53.0
1936,17.0,69.16666666666667
1936,18.0,68.5
1936,19.0,72.67647058823529
1936,20.0,71.22222222222223
1936,21.0,70.23809523809524
1936,22.0,69.71264367816092
1936,23.0,70.33018867924528
1936,24.0,72.8252427184466
1936,25.0,73.47549019607843
1936,26.0,70.72222222222223
1936,27.0,72.13513513513513
1936,28.0,70.57692307692308
1936,29.0,72.49019607843137
1936,30.0,74.55555555555556
1936,31.0,74.575
1936,32.0,74.36363636363636
1936,33.0,80.44444444444444
1936,34.0,68.3157894736842
1936,35.0,68.61111111111111
1936,36.0,69.14285714285714
1936,37.0,67.0
1936,38.0,83.21428571428571
1936,39.0,61.0
1936,40.0,70.0
1936,41.0,88.0
1936,42.0,72.25
1936,48.0,91.0
1936,52.0,45.0
1948,14.0,56.0
1948,15.0,59.0
1948,16.0,63.666666666666664
1948,17.0,67.08333333333333
1948,18.0,70.525
1948,19.0,71.5
1948,20.0,69.03448275862068
1948,21.0,70.02747252747253
1948,22.0,71.1067415730337
1948,23.0,68.76
